     90 add
     61 sub
    251 lea
   1094 mov
      1 movb
     83 push
     44 pop
     32 addsd
     34 mulsd
     20 subsd
    170 movsd
      9 divsd
    0 addq
     34 movq
    239 callq
    239 callq
     59 retq
     87 jmpq
     19 movapd
    0 movupd
    0 movlpd
    0 movhpd
    0 addpd
    0 subpd
    0 mulpd
    0 divpd
